0.206001, 0.000000, 0.000000, 0.773573
0.411556, 0.000000, 0.000000, 1.015550
0.619689, 0.000000, 0.000000, 1.178995
0.830249, 0.000000, 0.000000, 1.302094
1.032252, 0.000000, 0.000000, 1.395288
1.232632, 0.000000, 0.000000, 1.471007
1.442981, 0.000000, 0.000000, 1.537245
1.646139, 0.000000, 0.000000, 1.591302
1.855936, 0.000000, 0.000000, 1.639044
2.071599, 0.000000, 0.000000, 1.681210
2.275283, 0.000000, 0.000000, 1.715746
2.482901, 0.000000, 0.000000, 1.746541
2.694027, 0.000000, 0.000000, 1.774000
2.692305, -0.027250, -0.151946, 1.774000
2.899115, -0.082539, -0.298362, 1.798484
3.098356, -0.168141, -0.446652, 1.820315
3.270080, -0.272592, -0.583864, 1.838244
3.427528, -0.400534, -0.721598, 1.854383
3.575766, -0.541728, -0.772836, 1.868912
3.723804, -0.685333, -0.773791, 1.881991
3.872412, -0.830320, -0.773698, 1.893765
4.021830, -0.976246, -0.773677, 1.904365
4.172031, -1.122961, -0.773673, 1.913907
4.322947, -1.270378, -0.773673, 1.922497
4.474507, -1.418425, -0.773673, 1.930230
4.626648, -1.567039, -0.773673, 1.937191
4.779311, -1.716163, -0.773673, 1.943458
4.932444, -1.865746, -0.773673, 1.949099
5.086001, -2.015744, -0.773673, 1.954178
5.239938, -2.166113, -0.773673, 1.958750
5.394219, -2.316818, -0.773673, 1.962866
5.548809, -2.467824, -0.773673, 1.966571
5.703677, -2.619102, -0.773673, 1.969906
5.858795, -2.770625, -0.773673, 1.972909
6.014139, -2.922367, -0.773673, 1.975612
6.169685, -3.074308, -0.773673, 1.978045
6.325414, -3.226427, -0.773673, 1.980236
6.481308, -3.378707, -0.773673, 1.982208
6.637349, -3.531132, -0.773673, 1.983983
6.793524, -3.683686, -0.773673, 1.985581
6.949819, -3.836358, -0.773673, 1.987020
7.106221, -3.989135, -0.773673, 1.988315
7.262721, -4.142007, -0.773673, 1.989481
7.419308, -4.294965, -0.773673, 1.990530
7.575975, -4.447999, -0.773673, 1.991475
7.732712, -4.601103, -0.773673, 1.992326
7.889512, -4.754269, -0.773673, 1.993091
8.039684, -4.913903, -0.848163, 1.993781
8.168479, -5.091247, -0.995419, 1.994401
8.270805, -5.285117, -1.144881, 1.994960
8.343420, -5.492015, -1.294503, 1.995463
8.384517, -5.707452, -1.443816, 1.995915
8.393076, -5.926653, -1.593445, 1.996323
8.368920, -6.144731, -1.742807, 1.996690
8.314057, -6.357287, -1.875757, 1.997020
8.247545, -6.566661, -1.895196, 1.997317
8.178368, -6.775205, -1.895089, 1.997585
8.108528, -6.983558, -1.894955, 1.997826
8.038560, -7.191894, -1.894928, 1.998043
7.968565, -7.400246, -1.894923, 1.998238
7.898559, -7.608615, -1.894922, 1.998414
7.828546, -7.817002, -1.894922, 1.998572
7.758529, -8.025405, -1.894922, 1.998715
7.688506, -8.233821, -1.894922, 1.998843
7.618479, -8.442251, -1.894922, 1.998958
7.548448, -8.650692, -1.894922, 1.999062
7.478414, -8.859143, -1.894922, 1.999156
7.408377, -9.067604, -1.894922, 1.999240
7.338337, -9.276073, -1.894922, 1.999316
7.268294, -9.484549, -1.894922, 1.999384
7.198249, -9.693032, -1.894922, 1.999446
7.128202, -9.901522, -1.894922, 1.999501
7.058153, -10.110017, -1.894922, 1.999551
6.988102, -10.318516, -1.894922, 1.999596
6.918050, -10.527021, -1.894922, 1.999636
6.847997, -10.735529, -1.894922, 1.999672
6.777942, -10.944041, -1.894922, 1.999705
6.707887, -11.152556, -1.894922, 1.999734
6.637830, -11.361074, -1.894922, 1.999761
6.567773, -11.569595, -1.894922, 1.999785
6.497714, -11.778118, -1.894922, 1.999806
6.427655, -11.986643, -1.894922, 1.999826
6.357595, -12.195171, -1.894922, 1.999843
6.287535, -12.403700, -1.894922, 1.999859
6.217474, -12.612230, -1.894922, 1.999873
6.147413, -12.820762, -1.894922, 1.999885
6.077351, -13.029295, -1.894922, 1.999897
6.007289, -13.237829, -1.894922, 1.999907
5.937227, -13.446365, -1.894922, 1.999916
5.867164, -13.654901, -1.894922, 1.999925
5.797101, -13.863438, -1.894922, 1.999932
5.727038, -14.071976, -1.894922, 1.999939
5.656974, -14.280514, -1.894922, 1.999945
5.586910, -14.489053, -1.894922, 1.999951
5.523893, -14.699737, -1.832547, 1.999956
5.487200, -14.916481, -1.686413, 1.999960
5.481473, -15.136213, -1.537266, 1.999964
5.495952, -15.355723, -1.480049, 1.999968
5.514555, -15.574931, -1.478951, 1.999971
5.534385, -15.794032, -1.479162, 1.999974
5.554452, -16.013112, -1.479213, 1.999976
5.574561, -16.232189, -1.479222, 1.999979
5.594677, -16.451265, -1.479224, 1.999981
5.614794, -16.670341, -1.479224, 1.999983
5.634912, -16.889418, -1.479224, 1.999984
5.655029, -17.108494, -1.479224, 1.999986
5.675147, -17.327571, -1.479224, 1.999987
5.687189, -17.608499, -1.529302, 1.999995
5.696315, -17.868309, -1.529302, 1.999996
5.705441, -18.088120, -1.529302, 1.999996
5.714567, -18.307930, -1.529302, 1.999996
5.723693, -18.527740, -1.529302, 1.999997
5.732819, -18.747550, -1.529302, 1.999997
5.741945, -18.967361, -1.529302, 1.999997
5.751071, -19.187171, -1.529302, 1.999998
5.760197, -19.406981, -1.529302, 1.999998
5.769323, -19.626792, -1.529302, 1.999998
5.778449, -19.846602, -1.529302, 1.999998
5.787576, -20.066413, -1.529302, 1.999998
5.796702, -20.286223, -1.529302, 1.999999
5.805828, -20.506034, -1.529302, 1.999999
5.814954, -20.725844, -1.529302, 1.999999
5.824080, -20.945655, -1.529302, 1.999999
5.833206, -21.165465, -1.529302, 1.999999
5.842332, -21.385276, -1.529302, 1.999999
5.851458, -21.605086, -1.529302, 1.999999
5.854917, -21.824993, -1.579657, 1.999999
5.832362, -22.043669, -1.724327, 1.999999
5.779356, -22.256988, -1.874202, 1.999999
5.695476, -22.460151, -2.024196, 2.000000
5.582304, -22.648572, -2.173828, 2.000000
5.442279, -22.817993, -2.323741, 2.000000
5.278559, -22.964643, -2.473357, 2.000000
5.094780, -23.085206, -2.623267, 2.000000
4.895078, -23.177019, -2.772883, 2.000000
4.683907, -23.237987, -2.922793, 2.000000
4.466006, -23.266786, -3.072409, 2.000000
4.246247, -23.262730, 3.060866, 2.000000
4.029550, -23.225951, 2.911250, 2.000000
3.820772, -23.157232, 2.761340, 2.000000
3.624576, -23.058151, 2.611724, 2.000000
3.445370, -22.930888, 2.461814, 2.000000
3.297028, -22.794044, 1.874907, 2.000000
3.186032, -22.562675, 1.829008, 2.000000
3.128643, -22.350293, 1.828424, 2.000000
3.072296, -22.137632, 1.828618, 2.000000
3.016148, -21.924917, 1.828661, 2.000000
2.960035, -21.712194, 1.828669, 2.000000
2.903928, -21.499468, 1.828671, 2.000000
2.847822, -21.286743, 1.828671, 2.000000
2.791716, -21.074018, 1.828671, 2.000000
2.735611, -20.861292, 1.828671, 2.000000
2.679505, -20.648566, 1.828671, 2.000000
2.623399, -20.435841, 1.828671, 2.000000
2.567293, -20.223115, 1.828671, 2.000000
2.511188, -20.010390, 1.828671, 2.000000
2.455082, -19.797664, 1.828671, 2.000000
2.398976, -19.584939, 1.828671, 2.000000
2.342871, -19.372213, 1.828671, 2.000000
2.286765, -19.159488, 1.828671, 2.000000
2.230659, -18.946762, 1.828671, 2.000000
2.174553, -18.734037, 1.828671, 2.000000
2.118448, -18.521311, 1.828671, 2.000000
2.062342, -18.308586, 1.828671, 2.000000
2.006236, -18.095860, 1.828671, 2.000000
1.950131, -17.883135, 1.828671, 2.000000
1.894025, -17.670409, 1.828671, 2.000000
1.837919, -17.457684, 1.828671, 2.000000
1.781813, -17.244958, 1.828671, 2.000000
1.725708, -17.032233, 1.828671, 2.000000
1.669602, -16.819507, 1.828671, 2.000000
1.613496, -16.606782, 1.828671, 2.000000
1.557391, -16.394056, 1.828671, 2.000000
1.501285, -16.181331, 1.828671, 2.000000
1.445179, -15.968605, 1.828671, 2.000000
1.389073, -15.755879, 1.828671, 2.000000
1.332968, -15.543154, 1.828671, 2.000000
1.276862, -15.330428, 1.828671, 2.000000
1.220756, -15.117703, 1.828671, 2.000000
1.164651, -14.904977, 1.828671, 2.000000
1.108545, -14.692252, 1.828671, 2.000000
1.052439, -14.479526, 1.828671, 2.000000
0.996333, -14.266801, 1.828671, 2.000000
0.940228, -14.054075, 1.828671, 2.000000
0.884122, -13.841350, 1.828671, 2.000000
0.828016, -13.628624, 1.828671, 2.000000
0.771911, -13.415899, 1.828671, 2.000000
0.646498, -13.194509, 1.929132, 2.000000
0.526271, -12.893891, 2.022262, 2.000000
